Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,690,Seychelles,SYC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1252,,,,1240,,1944,,,0
H5,2018,2018,2018,4,0,1,Import,699,India,IND,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,249244839,,,,249244839,,93331376,,,0
H5,2018,2018,2018,4,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,77587250,,,,77587250,,79342578,,,0
H5,2018,2018,2018,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,11814506,,,,11814506,,13035573,,,6
H5,2018,2018,2018,4,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,14707497,,,,14707497,,15881748,,,6
H5,2018,2018,2018,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,25869345,,,,25869345,,26104396,,,6
H5,2018,2018,2018,4,0,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,18657982,,,,18657982,,23466476,,,0
H5,2018,2018,2018,4,0,1,Import,704,Viet Nam,VNM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,680237,,,,680237,,901599,,,6
H5,2018,2018,2018,4,0,2,Export,704,Viet Nam,VNM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2268020,,,,2268020,,2638207,,,6
H5,2018,2018,2018,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,208396,,,,208396,,775693,,,0
H5,2018,2018,2018,4,0,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2211577,,,,2211577,,1119872,,,0
H5,2018,2018,2018,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,18257688,,,,18257688,,6250052,,,0
H5,2018,2018,2018,4,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1141186,,,,1141186,,2064220,,,0
H5,2018,2018,2018,4,0,1,Import,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,350975,,,,350975,,488644,,,0
H5,2018,2018,2018,4,0,2,Export,716,Zimbabwe,ZWE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,121164,,,,121164,,859332,,,0
H5,2018,2018,2018,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,16538948,,,,16538948,,18549850,,,0
H5,2018,2018,2018,4,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,59687151,,,,,,38275310,,,6
H5,2018,2018,2018,4,0,1,Import,729,Sudan,SDN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1803,,,,1803,,2904,,,0
H5,2018,2018,2018,4,0,1,Import,748,Eswatini,SWZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,683974,,,,683974,,570905,,,0
H5,2018,2018,2018,4,0,2,Export,748,Eswatini,SWZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1,,,,1,,5,,,0
H5,2018,2018,2018,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9345832,,,,9345832,,8752190,,,6
H5,2018,2018,2018,4,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,28083921,,,,28083921,,19346587,,,6
H5,2018,2018,2018,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,53383,,,,53383,,442586,,,6
H5,2018,2018,2018,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,67290730,,,,67290730,,60594889,,,6
H5,2018,2018,2018,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,71046387,,,,71046387,,61394536,,,6
H5,2018,2018,2018,4,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,11252381,,,,11252381,,27201338,,,6
H5,2018,2018,2018,4,0,1,Import,768,Togo,TGO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,75307639,,,,75307639,,27319359,,,0
H5,2018,2018,2018,4,0,2,Export,768,Togo,TGO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13083041,,,,13083041,,8101858,,,0
H5,2018,2018,2018,4,0,1,Import,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,160945773,,,,160945773,,76613230,,,0
H5,2018,2018,2018,4,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,246309026,,,,246309026,,184026847,,,6
H5,2018,2018,2018,4,0,1,Import,788,Tunisia,TUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,138674584,,,,138674584,,90669771,,,0
H5,2018,2018,2018,4,0,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,30214162,,,,30214162,,30012845,,,0
H5,2018,2018,2018,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,113,,,,113,,705,,,0
H5,2018,2018,2018,4,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,22846780,,,,22846780,,5483349,,,0
H5,2018,2018,2018,4,0,1,Import,800,Uganda,UGA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,82814941,,,,82600548,,83612722,,,6
H5,2018,2018,2018,4,0,2,Export,800,Uganda,UGA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,847550,,,,836202,,1249016,,,0
H5,2018,2018,2018,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,261917,,,,265696,,287442,,,6
H5,2018,2018,2018,4,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2147,,,,2147,,1999,,,0
H5,2018,2018,2018,4,0,1,Import,826,United Kingdom,GBR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,15705492,,,,15705492,,75449346,,,6
H5,2018,2018,2018,4,0,2,Export,826,United Kingdom,GBR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,395196244,,,,395196244,,543022540,,,6
H5,2018,2018,2018,4,0,1,Import,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,88944648,,,,88944648,,82022278,,,0
H5,2018,2018,2018,4,0,2,Export,834,United Rep. of Tanzania,TZA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,209690,,,,,,716562,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,USA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,7648112,,,,7648112,,7287907,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,1,No Quantity,0,,,,0,,674894280,,,6
H5,2018,2018,2018,4,0,1,Import,858,Uruguay,URY,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,20618,,,,20618,,10548,,,6
H5,2018,2018,2018,4,0,2,Export,858,Uruguay,URY,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13,,,,13,,447,,,0
H5,2018,2018,2018,4,0,1,Import,860,Uzbekistan,UZB,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,6760,,,,6760,,29112,,,0
H5,2018,2018,2018,4,0,1,Import,887,Yemen,YEM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1200642,,,,1200642,,718140,,,0
H5,2018,2018,2018,4,0,1,Import,894,Zambia,ZMB,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13181030,,,,13181030,,20700505,,,0
H5,2018,2018,2018,4,0,2,Export,894,Zambia,ZMB,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,92325,,,,92325,,153399,,,0
H5,2019,2019,2019,4,0,1,Import,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,671424,,,,671424,,1892539,,,0
H5,2019,2019,2019,4,0,2,Export,31,Azerbaijan,AZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,51899,,,,51899,,115321,,,0
H5,2019,2019,2019,4,0,1,Import,36,Australia,AUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1711641,,,,1711641,,2464934,,,6
H5,2019,2019,2019,4,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,106349478,,,,106349478,,58820882,,,0
H5,2019,2019,2019,4,0,1,Import,40,Austria,AUT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2793180,,,,2793180,,6241725,,,0
H5,2019,2019,2019,4,0,2,Export,40,Austria,AUT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,40437507,,,,40437507,,21304457,,,0
H5,2019,2019,2019,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,215234,,,,218067,,1199743,,,6
H5,2019,2019,2019,4,0,2,Export,51,Armenia,ARM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,564,,,,564,,883,,,0
H5,2019,2019,2019,4,0,1,Import,56,Belgium,BEL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,48637768,,,,48637768,,38374692,,,0
H5,2019,2019,2019,4,0,2,Export,56,Belgium,BEL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,302427710,,,,,,154096228,,,6
H5,2019,2019,2019,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,3732674,,,,3732674,,3791851,,,0
H5,2019,2019,2019,4,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,146212,,,,146212,,111378,,,0
H5,2019,2019,2019,4,0,1,Import,72,Botswana,BWA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,300447,,,,472293,,355517,,,0
H5,2019,2019,2019,4,0,2,Export,72,Botswana,BWA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9484,,,,100185,,78080,,,0
H5,2019,2019,2019,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,207339,,,,207339,,68085,,,0
H5,2019,2019,2019,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,6903,,,,5227,,50255,,,6
H5,2019,2019,2019,4,0,1,Import,84,Belize,BLZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,5811932,,,,5811932,,3843928,,,6
H5,2019,2019,2019,4,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,244,,,,244,,512,,,0
H5,2019,2019,2019,4,0,1,Import,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1635,,,,1635,,5510,,,0
H5,2019,2019,2019,4,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,30,,,,30,,51,,,0
H5,2019,2019,2019,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,45224147,,,,45224147,,44030183,,,0
H5,2019,2019,2019,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,31469905,,,,31469905,,53263150,,,0
H5,2019,2019,2019,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,345049,,,,345049,,73669,,,0
H5,2019,2019,2019,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,128796443,,,,,,50602210,,,0
H5,2019,2019,2019,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,1,No Quantity,0,,,,0,,130541033,,,6
H5,2019,2019,2019,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,32351277,,,,32351277,,65493026,,,6
H5,2019,2019,2019,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2045730,,,,2045730,,2250479,,,6
H5,2019,2019,2019,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1544,,,,1544,,4686,,,0
H5,2019,2019,2019,4,0,1,Import,174,Comoros,COM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,591206,,,,591206,,637795,,,0
H5,2019,2019,2019,4,0,2,Export,174,Comoros,COM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,150,,,,150,,90,,,0
H5,2019,2019,2019,4,0,1,Import,178,Congo,COG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,27522223,,,,27522223,,11745206,,,0
H5,2019,2019,2019,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1350705,,,,1350705,,2607474,,,0
H5,2019,2019,2019,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,547802,,,,547802,,192604,,,0
H5,2019,2019,2019,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,15661,,,,15661,,52738,,,0
H5,2019,2019,2019,4,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2887558,,,,2887558,,872960,,,0
H5,2019,2019,2019,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,35362161,,,,35362161,,22274012,,,0
H5,2019,2019,2019,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,39031133,,,,39031133,,18540015,,,0
H5,2019,2019,2019,4,0,1,Import,204,Benin,BEN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,65472065,,,,65472065,,24193926,,,6
H5,2019,2019,2019,4,0,2,Export,204,Benin,BEN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,438060,,,,438060,,177883,,,0
H5,2019,2019,2019,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,43058,,,,43058,,424201,,,0
H5,2019,2019,2019,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,16623857,,,,16623857,,8977582,,,0
H5,2019,2019,2019,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,28688086,,,,28688086,,45229738,,,0
H5,2019,2019,2019,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,16376,,,,16376,,31416,,,0
H5,2019,2019,2019,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,7644969,,,,7644969,,8559774,,,0
H5,2019,2019,2019,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,7460362,,,,7460362,,7153940,,,0
H5,2019,2019,2019,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,68528,,,,68528,,544384,,,6
H5,2019,2019,2019,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13925465,,,,13925465,,7468200,,,6
H5,2019,2019,2019,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4376331,,,,4376331,,7669141,,,6
H5,2019,2019,2019,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,160227739,,,,160227739,,79534501,,,0
H5,2019,2019,2019,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,36133244,,,,36133244,,30942983,,,6
H5,2019,2019,2019,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,519096182,,,,519096182,,371144721,,,6
H5,2019,2019,2019,4,0,1,Import,288,Ghana,GHA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,131689606,,,,131689606,,72181080,,,0
H5,2019,2019,2019,4,0,2,Export,288,Ghana,GHA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,11256526,,,,11256526,,8024854,,,6
H5,2019,2019,2019,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,3040315,,,,3040315,,4529370,,,0
H5,2019,2019,2019,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,8361789,,,,,,7248757,,,6
H5,2019,2019,2019,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,99053561,,,,99053561,,121214942,,,0
H5,2019,2019,2019,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,548749,,,,548749,,593383,,,0
H5,2019,2019,2019,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,17937112,,,,17937112,,7421582,,,0
H5,2019,2019,2019,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,28123273,,,,28123273,,15733305,,,0
H5,2019,2019,2019,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,57704540,,,,57704540,,60738755,,,6
H5,2019,2019,2019,4,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,47813292,,,,47813292,,57880815,,,0
H5,2019,2019,2019,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,29391,,,,29391,,381412,,,0
H5,2019,2019,2019,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1811301,,,,1811301,,641679,,,0
H5,2019,2019,2019,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4218761,,,,4218761,,6075437,,,6
H5,2019,2019,2019,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1563931,,,,1563931,,1753793,,,6
H5,2019,2019,2019,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,59056,,,,59056,,1114882,,,0
H5,2019,2019,2019,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,12008474,,,,12008474,,10040969,,,0
H5,2019,2019,2019,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,641622,,,,641622,,924000,,,6
H5,2019,2019,2019,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4798465,,,,4798465,,5381000,,,6
H5,2019,2019,2019,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,46849875,,,,46849875,,45917501,,,6
H5,2019,2019,2019,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,172715208,,,,172715208,,128663168,,,0
H5,2019,2019,2019,4,0,1,Import,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,21616492,,,,21616492,,31483149,,,0
H5,2019,2019,2019,4,0,2,Export,384,Côte d'Ivoire,CIV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,320138,,,,320138,,95040,,,0
H5,2019,2019,2019,4,0,1,Import,388,Jamaica,JAM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4553719,,,,4553719,,9082073,,,0
H5,2019,2019,2019,4,0,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4706,,,,4706,,64805,,,0
H5,2019,2019,2019,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,6617187,,,,6617187,,49474799,,,0
H5,2019,2019,2019,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,260056439,,,,260056439,,94902043,,,0
H5,2019,2019,2019,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1993564,,,,1993564,,3357261,,,0
H5,2019,2019,2019,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,919257,,,,919257,,146827,,,0
H5,2019,2019,2019,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,18575975,,,,18575975,,16742389,,,0
H5,2019,2019,2019,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,65441,,,,65441,,515678,,,0
H5,2019,2019,2019,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,52792935,,,,52792935,,35404031,,,6
H5,2019,2019,2019,4,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,327443401,,,,327443401,,337043988,,,0
H5,2019,2019,2019,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,228603,,,,230042,,1633864,,,0
H5,2019,2019,2019,4,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,130818,,,,130055,,403591,,,0
H5,2019,2019,2019,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,16314501,,,,16314501,,30426106,,,0
H5,2019,2019,2019,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,8200702,,,,8200702,,19403863,,,6
H5,2019,2019,2019,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,57927792,,,,57927792,,65688885,,,0
H5,2019,2019,2019,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,50123080,,,,50123080,,81647301,,,0
H5,2019,2019,2019,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,136224,,,,136224,,196176,,,6
