Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,175,,,,175,,1651,,,0
H4,2012,2012,2012,4,0,1,Import,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2819582,,,,2819582,,3409320,,,0
H4,2012,2012,2012,4,0,2,Export,70,Bosnia Herzegovina,BIH,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,59063,,,,59063,,276771,,,0
H4,2012,2012,2012,4,0,1,Import,76,Brazil,BRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,60806,,,,60806,,36073,,,0
H4,2012,2012,2012,4,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1883,,,,1883,,40068,,,6
H4,2012,2012,2012,4,0,1,Import,100,Bulgaria,BGR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,34445848,,,,34445848,,33009709,,,0
H4,2012,2012,2012,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,19566146,,,,19566146,,30780091,,,0
H4,2012,2012,2012,4,0,1,Import,104,Myanmar,MMR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2110,,,,2110,,2083,,,6
H4,2012,2012,2012,4,0,1,Import,112,Belarus,BLR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,16780132,,,,16780132,,21204000,,,0
H4,2012,2012,2012,4,0,2,Export,112,Belarus,BLR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,204281,,,,204281,,448400,,,0
H4,2012,2012,2012,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,88607516,,,,88607516,,69315254,,,0
H4,2012,2012,2012,4,0,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2290808,,,,2290808,,854670,,,0
H4,2012,2012,2012,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,201129781,,,,201129781,,107590924,,,0
H4,2012,2012,2012,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,138494651,,,,138494651,,192393513,,,6
H4,2012,2012,2012,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13593229,,,,13593229,,54897698,,,6
H4,2012,2012,2012,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,126372,,,,126372,,222002,,,6
H4,2012,2012,2012,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,77527715,,,,77527715,,62090095,,,0
H4,2012,2012,2012,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2,,,,2,,55,,,0
H4,2012,2012,2012,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1,,,,1,,138,,,0
H4,2012,2012,2012,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,10094444,,,,10094444,,4487914,,,0
H4,2012,2012,2012,4,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,11723,,,,11723,,30219,,,0
H4,2012,2012,2012,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,976973,,,,976973,,1353142,,,0
H4,2012,2012,2012,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,438694,,,,438694,,155933,,,0
H4,2012,2012,2012,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,7937,,,,7937,,36789,,,0
H4,2012,2012,2012,4,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,153822,,,,153822,,52197,,,0
H4,2012,2012,2012,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,34735474,,,,34735474,,24724116,,,0
H4,2012,2012,2012,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,19574255,,,,19574255,,18421195,,,0
H4,2012,2012,2012,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,42006,,,,42006,,451904,,,0
H4,2012,2012,2012,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,20090755,,,,20090755,,16569303,,,0
H4,2012,2012,2012,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,234199,,,,234199,,231188,,,6
H4,2012,2012,2012,4,0,2,Export,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,52176,,,,52176,,48590,,,0
H4,2012,2012,2012,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,11350155,,,,11350155,,11973589,,,0
H4,2012,2012,2012,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9209394,,,,9209394,,10820972,,,0
H4,2012,2012,2012,4,0,1,Import,242,Fiji,FJI,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1885288,,,,1885288,,3545040,,,0
H4,2012,2012,2012,4,0,2,Export,242,Fiji,FJI,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,526,,,,526,,5359,,,0
H4,2012,2012,2012,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,417551,,,,417551,,1454887,,,6
H4,2012,2012,2012,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,6743881,,,,6743881,,4902378,,,6
H4,2012,2012,2012,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,3788136,,,,3788136,,8467738,,,6
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,101811529,,,,101811529,,76063677,,,0
H4,2012,2012,2012,4,0,1,Import,268,Georgia,GEO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,7749654,,,,7749654,,31581625,,,0
H4,2012,2012,2012,4,0,2,Export,268,Georgia,GEO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1446579,,,,1446579,,1304381,,,0
H4,2012,2012,2012,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,72073605,,,,72073605,,84043757,,,6
H4,2012,2012,2012,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,474285347,,,,474285347,,441206899,,,6
H4,2012,2012,2012,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,300382,,,,300382,,839359,,,0
H4,2012,2012,2012,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,116014,,,,116014,,97358,,,0
H4,2012,2012,2012,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,60724375,,,,60724375,,63594771,,,0
H4,2012,2012,2012,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,480091,,,,480091,,731028,,,0
H4,2012,2012,2012,4,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,23169379,,,,23169379,,36966445,,,0
H4,2012,2012,2012,4,0,2,Export,340,Honduras,HND,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,184861,,,,184861,,116225,,,0
H4,2012,2012,2012,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4815545,,,,4815545,,11147016,,,0
H4,2012,2012,2012,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9116418,,,,9116418,,5978436,,,0
H4,2012,2012,2012,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,74950596,,,,74950596,,87769683,,,6
H4,2012,2012,2012,4,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,43701845,,,,43701845,,49738416,,,0
H4,2012,2012,2012,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,29042,,,,29042,,292303,,,0
H4,2012,2012,2012,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1375966,,,,1375966,,493606,,,0
H4,2012,2012,2012,4,0,1,Import,360,Indonesia,IDN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,43965,,,,43965,,352553,,,0
H4,2012,2012,2012,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,44598,,,,44598,,351855,,,0
H4,2012,2012,2012,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,15147034,,,,15147034,,23615019,,,0
H4,2012,2012,2012,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2014911,,,,2014911,,1989000,,,6
H4,2012,2012,2012,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1660696,,,,1660696,,2307000,,,6
H4,2012,2012,2012,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,44896399,,,,44896399,,40180908,,,0
H4,2012,2012,2012,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,144955819,,,,144955819,,135204954,,,0
H4,2012,2012,2012,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,3698770,,,,3698770,,27636370,,,0
H4,2012,2012,2012,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,213189281,,,,213189281,,124998603,,,0
H4,2012,2012,2012,4,0,1,Import,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1551703,,,,1551703,,3947550,,,6
H4,2012,2012,2012,4,0,2,Export,398,Kazakhstan,KAZ,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,47717,,,,47717,,135920,,,6
H4,2012,2012,2012,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,18572728,,,,18572728,,17394270,,,0
H4,2012,2012,2012,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,327589,,,,327589,,365134,,,0
H4,2012,2012,2012,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,62900482,,,,62900482,,49791719,,,0
H4,2012,2012,2012,4,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,303740595,,,,303740595,,351047267,,,0
H4,2012,2012,2012,4,0,1,Import,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,32150,,,,32150,,31737,,,6
H4,2012,2012,2012,4,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,135769,,,,135769,,188607,,,6
H4,2012,2012,2012,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9475639,,,,9475639,,9954379,,,0
H4,2012,2012,2012,4,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,329415,,,,329415,,235937,,,0
H4,2012,2012,2012,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,12821202,,,,12821202,,26124014,,,0
H4,2012,2012,2012,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,6892577,,,,6892577,,14916132,,,0
H4,2012,2012,2012,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,48232608,,,,48232608,,57700687,,,0
H4,2012,2012,2012,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,32067234,,,,32067234,,61746153,,,0
H4,2012,2012,2012,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,19344,,,,19344,,525341,,,0
H4,2012,2012,2012,4,0,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,21099,,,,21099,,304312,,,0
H4,2012,2012,2012,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,12615,,,,12615,,52583,,,0
H4,2012,2012,2012,4,0,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,243499,,,,243499,,309475,,,0
H4,2012,2012,2012,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,25226416,,,,25226416,,22439244,,,0
H4,2012,2012,2012,4,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,50384,,,,50384,,43780,,,0
H4,2012,2012,2012,4,0,1,Import,462,Maldives,MDV,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,937,,,,937,,925,,,6
H4,2012,2012,2012,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,13161,,,,13161,,39666,,,0
H4,2012,2012,2012,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,293038,,,,293038,,175013,,,0
H4,2012,2012,2012,4,0,1,Import,480,Mauritius,MUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1314381,,,,1314381,,1025574,,,6
H4,2012,2012,2012,4,0,2,Export,480,Mauritius,MUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,595603,,,,595603,,455562,,,6
H4,2012,2012,2012,4,0,1,Import,484,Mexico,MEX,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,4,,,,4,,97,,,0
H4,2012,2012,2012,4,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,5048,,,,5048,,22848,,,6
H4,2012,2012,2012,4,0,1,Import,499,Montenegro,MNE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,186117,,,,186117,,519056,,,0
H4,2012,2012,2012,4,0,2,Export,499,Montenegro,MNE,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,9322,,,,9322,,3603,,,0
H4,2012,2012,2012,4,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,2271535,,,,2271535,,2282473,,,0
H4,2012,2012,2012,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,272691,,,,272691,,384800,,,0
H4,2012,2012,2012,4,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,31128,,,,31128,,40523,,,0
H4,2012,2012,2012,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,135125866,,,,135125866,,79799881,,,0
H4,2012,2012,2012,4,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,173462819,,,,173462819,,213266808,,,0
H4,2012,2012,2012,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,65680,,,,65680,,331670,,,0
H4,2012,2012,2012,4,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,8827508,,,,8827508,,11217041,,,6
H4,2012,2012,2012,4,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,20099154,,,,20099154,,27732656,,,0
H4,2012,2012,2012,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,55102,,,,55102,,334056,,,0
H4,2012,2012,2012,4,0,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,21224545,,,,21224545,,18339715,,,0
H4,2012,2012,2012,4,0,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,407474458,,,,407474458,,152574065,,,0
H4,2012,2012,2012,4,0,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,26610335,,,,26610335,,11984333,,,0
H4,2012,2012,2012,4,0,1,Import,591,Panama,PAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,73322,,,,73322,,285103,,,0
H4,2012,2012,2012,4,0,2,Export,591,Panama,PAN,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,69081,,,,69081,,513305,,,0
H4,2012,2012,2012,4,0,1,Import,598,Papua New Guinea,PNG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,1,No Quantity,,,,,,,25260361,,,0
H4,2012,2012,2012,4,0,2,Export,598,Papua New Guinea,PNG,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,1,No Quantity,,,,,,,10500,,,0
H4,2012,2012,2012,4,0,1,Import,604,Peru,PER,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,32242,,,,32242,,17326,,,0
H4,2012,2012,2012,4,0,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,61,,,,53,,1318,,,0
H4,2012,2012,2012,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,51056994,,,,51056994,,65363425,,,0
H4,2012,2012,2012,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,105726893,,,,105726893,,109011225,,,0
H4,2012,2012,2012,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1784282,,,,1784282,,1439493,,,6
H4,2012,2012,2012,4,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,15363560,,,,15363560,,11192941,,,6
H4,2012,2012,2012,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,47605689,,,,47605689,,34407659,,,0
H4,2012,2012,2012,4,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,12390262,,,,12390262,,8461857,,,0
H4,2012,2012,2012,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,36281360,,,,36281360,,152846947,,,0
H4,2012,2012,2012,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,93411,,,,93411,,224812,,,0
H4,2012,2012,2012,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,1711855,,,,1711855,,1994896,,,0
H4,2012,2012,2012,4,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,6309,Textiles; worn clothing and other worn articles,8,Weight in kilograms,31500,,,,31500,,35148,,,0
