Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2007,2007,2007,4,0,2,Export,100,Bulgaria,BGR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,5061900,,,,5061900,,5811691,,,0
H3,2007,2007,2007,4,0,1,Import,116,Cambodia,KHM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,75026881,,,,75026881,,53125526,,,0
H3,2007,2007,2007,4,0,2,Export,116,Cambodia,KHM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,2678757,,,,2678757,,1218576,,,0
H3,2007,2007,2007,4,0,1,Import,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,229986666,,,,229986666,,67033932,,,0
H3,2007,2007,2007,4,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,169854143,,,,169854143,,164126888,,,6
H3,2007,2007,2007,4,0,1,Import,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,7843579,,,,7843579,,33711545,,,6
H3,2007,2007,2007,4,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,722519,,,,722519,,805122,,,6
H3,2007,2007,2007,4,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1741304,,,,1741304,,423944,,,0
H3,2007,2007,2007,4,0,1,Import,170,Colombia,COL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,232,,,,232,,5140,,,0
H3,2007,2007,2007,4,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,606,,,,606,,372,,,0
H3,2007,2007,2007,4,0,1,Import,175,Mayotte,MYT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,43600,,,,43600,,121121,,,0
H3,2007,2007,2007,4,0,2,Export,175,Mayotte,MYT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,2240,,,,2240,,1501,,,0
H3,2007,2007,2007,4,0,1,Import,188,Costa Rica,CRI,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,8090415,,,,8090415,,2957769,,,0
H3,2007,2007,2007,4,0,2,Export,188,Costa Rica,CRI,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,47151,,,,47151,,8536,,,0
H3,2007,2007,2007,4,0,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1293157,,,,1293157,,725082,,,0
H3,2007,2007,2007,4,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,148052,,,,148052,,293251,,,0
H3,2007,2007,2007,4,0,1,Import,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,3019,,,,3019,,14394,,,0
H3,2007,2007,2007,4,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,30965,,,,30965,,76444,,,0
H3,2007,2007,2007,4,0,1,Import,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,31944856,,,,31944856,,18118533,,,0
H3,2007,2007,2007,4,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,14636047,,,,14636047,,11325347,,,0
H3,2007,2007,2007,4,0,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,332142,,,,332142,,358553,,,0
H3,2007,2007,2007,4,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,19248261,,,,19248261,,10581055,,,0
H3,2007,2007,2007,4,0,1,Import,214,Dominican Rep.,DOM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,5201541,,,,5201541,,4380603,,,6
H3,2007,2007,2007,4,0,1,Import,222,El Salvador,SLV,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,6076463,,,,6076463,,11700199,,,0
H3,2007,2007,2007,4,0,2,Export,222,El Salvador,SLV,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1797,,,,1797,,1843,,,0
H3,2007,2007,2007,4,0,1,Import,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,5525479,,,,5525479,,5435634,,,0
H3,2007,2007,2007,4,0,2,Export,233,Estonia,EST,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,2731136,,,,2731136,,1628257,,,0
H3,2007,2007,2007,4,0,1,Import,234,Faeroe Isds,FRO,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,808,,,,808,,11177,,,0
H3,2007,2007,2007,4,0,2,Export,234,Faeroe Isds,FRO,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,10100,,,,10100,,184,,,0
H3,2007,2007,2007,4,0,1,Import,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,271203,,,,271203,,549979,,,0
H3,2007,2007,2007,4,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,5475665,,,,5475665,,3412782,,,0
H3,2007,2007,2007,4,0,1,Import,251,France,FRA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,6234552,,,,6234552,,8990040,,,6
H3,2007,2007,2007,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,68830877,,,,68830877,,48719925,,,6
H3,2007,2007,2007,4,0,1,Import,275,State of Palestine,PSE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,91917,,,,91917,,77410,,,6
H3,2007,2007,2007,4,0,1,Import,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,30177810,,,,30177810,,37238000,,,6
H3,2007,2007,2007,4,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,336743600,,,,336743600,,260943000,,,0
H3,2007,2007,2007,4,0,1,Import,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,155609,,,,155609,,670757,,,0
H3,2007,2007,2007,4,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,68518,,,,68518,,32542,,,0
H3,2007,2007,2007,4,0,1,Import,304,Greenland,GRL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,621,,,,621,,15822,,,0
H3,2007,2007,2007,4,0,1,Import,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,36563665,,,,36563665,,29740991,,,6
H3,2007,2007,2007,4,0,2,Export,320,Guatemala,GTM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,192536,,,,192536,,326353,,,0
H3,2007,2007,2007,4,0,1,Import,328,Guyana,GUY,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,247012,,,,247012,,1819279,,,0
H3,2007,2007,2007,4,0,2,Export,328,Guyana,GUY,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,58289,,,,58289,,156708,,,0
H3,2007,2007,2007,4,0,1,Import,340,Honduras,HND,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,15696448,,,,15696448,,21813092,,,0
H3,2007,2007,2007,4,0,2,Export,340,Honduras,HND,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,559757,,,,559757,,249724,,,0
H3,2007,2007,2007,4,0,1,Import,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,39439593,,,,39439593,,9530028,,,0
H3,2007,2007,2007,4,0,2,Export,344,"China, Hong Kong SAR",HKG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,22803356,,,,22803356,,7144428,,,0
H3,2007,2007,2007,4,0,1,Import,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,36665333,,,,36665333,,32371000,,,6
H3,2007,2007,2007,4,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,11772753,,,,11772753,,14173000,,,6
H3,2007,2007,2007,4,0,1,Import,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,38749,,,,38749,,297780,,,0
H3,2007,2007,2007,4,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1196098,,,,1196098,,469567,,,0
H3,2007,2007,2007,4,0,1,Import,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,41259,,,,41259,,334986,,,0
H3,2007,2007,2007,4,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,12722488,,,,12722488,,34352628,,,0
H3,2007,2007,2007,4,0,1,Import,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1206401,,,,1206401,,1016000,,,6
H3,2007,2007,2007,4,0,2,Export,376,Israel,ISR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1224281,,,,1224281,,1183000,,,6
H3,2007,2007,2007,4,0,1,Import,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,41822306,,,,41822306,,26090471,,,0
H3,2007,2007,2007,4,0,2,Export,381,Italy,ITA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,94741395,,,,94741395,,86131797,,,0
H3,2007,2007,2007,4,0,1,Import,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,3338824,,,,3338824,,32719386,,,0
H3,2007,2007,2007,4,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,117835255,,,,117835255,,50394173,,,0
H3,2007,2007,2007,4,0,1,Import,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,12936196,,,,12936196,,11253579,,,0
H3,2007,2007,2007,4,0,2,Export,400,Jordan,JOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,474013,,,,474013,,582293,,,0
H3,2007,2007,2007,4,0,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,28152457,,,,28152457,,12305215,,,0
H3,2007,2007,2007,4,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,204889405,,,,204889405,,149276428,,,0
H3,2007,2007,2007,4,0,1,Import,422,Lebanon,LBN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,3742950,,,,3742950,,3324240,,,0
H3,2007,2007,2007,4,0,2,Export,422,Lebanon,LBN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,123368,,,,123368,,349317,,,0
H3,2007,2007,2007,4,0,1,Import,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,6436343,,,,6436343,,9840489,,,0
H3,2007,2007,2007,4,0,2,Export,428,Latvia,LVA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,804365,,,,804365,,1202587,,,0
H3,2007,2007,2007,4,0,1,Import,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,35691417,,,,35691417,,28382714,,,0
H3,2007,2007,2007,4,0,2,Export,440,Lithuania,LTU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,13867149,,,,13867149,,20084522,,,0
H3,2007,2007,2007,4,0,1,Import,442,Luxembourg,LUX,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,7691,,,,7691,,438454,,,0
H3,2007,2007,2007,4,0,2,Export,442,Luxembourg,LUX,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,109447,,,,109447,,400153,,,0
H3,2007,2007,2007,4,0,1,Import,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,14005,,,,14005,,31481,,,0
H3,2007,2007,2007,4,0,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,250822,,,,250822,,96194,,,0
H3,2007,2007,2007,4,0,1,Import,450,Madagascar,MDG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,22904211,,,,22904211,,15918122,,,0
H3,2007,2007,2007,4,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,19,,,,19,,59,,,0
H3,2007,2007,2007,4,0,1,Import,470,Malta,MLT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,55625,,,,55625,,176994,,,0
H3,2007,2007,2007,4,0,2,Export,470,Malta,MLT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,109036,,,,109036,,31440,,,0
H3,2007,2007,2007,4,0,1,Import,496,Mongolia,MNG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,3990603,,,,3990603,,4342098,,,0
H3,2007,2007,2007,4,0,2,Export,496,Mongolia,MNG,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,210,,,,210,,93,,,0
H3,2007,2007,2007,4,0,1,Import,516,Namibia,NAM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,202541,,,,202541,,229498,,,0
H3,2007,2007,2007,4,0,2,Export,516,Namibia,NAM,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,12884,,,,12884,,18580,,,0
H3,2007,2007,2007,4,0,1,Import,528,Netherlands,NLD,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,96356418,,,,96356418,,47758302,,,0
H3,2007,2007,2007,4,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,125492709,,,,125492709,,136138940,,,0
H3,2007,2007,2007,4,0,1,Import,554,New Zealand,NZL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,26629,,,,26629,,89941,,,0
H3,2007,2007,2007,4,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,5550472,,,,5550472,,4579733,,,0
H3,2007,2007,2007,4,0,1,Import,558,Nicaragua,NIC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,10355775,,,,10355775,,8704716,,,0
H3,2007,2007,2007,4,0,2,Export,558,Nicaragua,NIC,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,58841,,,,58841,,672482,,,0
H3,2007,2007,2007,4,0,1,Import,579,Norway,NOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,24117,,,,24117,,95017,,,0
H3,2007,2007,2007,4,0,2,Export,579,Norway,NOR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,14220087,,,,14220087,,10633504,,,0
H3,2007,2007,2007,4,0,1,Import,600,Paraguay,PRY,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,7292,,,,7292,,18682,,,0
H3,2007,2007,2007,4,0,1,Import,616,Poland,POL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,72314708,,,,72314708,,63900726,,,0
H3,2007,2007,2007,4,0,2,Export,616,Poland,POL,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,32264283,,,,32264283,,35554680,,,0
H3,2007,2007,2007,4,0,1,Import,620,Portugal,PRT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,328836,,,,328836,,2530785,,,6
H3,2007,2007,2007,4,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,4359727,,,,4359727,,4486787,,,6
H3,2007,2007,2007,4,0,1,Import,642,Romania,ROU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,39186073,,,,39186073,,20950722,,,0
H3,2007,2007,2007,4,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1084572,,,,1084572,,1020982,,,0
H3,2007,2007,2007,4,0,1,Import,643,Russian Federation,RUS,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,16810901,,,,16810901,,52692386,,,0
H3,2007,2007,2007,4,0,2,Export,643,Russian Federation,RUS,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,7161,,,,7161,,22527,,,0
H3,2007,2007,2007,4,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,177000,,,,177000,,192905,,,0
H3,2007,2007,2007,4,0,1,Import,688,Serbia,SRB,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1345902,,,,1345902,,1843387,,,0
H3,2007,2007,2007,4,0,2,Export,688,Serbia,SRB,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,534,,,,534,,579,,,0
H3,2007,2007,2007,4,0,1,Import,702,Singapore,SGP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,46096728,,,,46096728,,25412479,,,6
H3,2007,2007,2007,4,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,47811063,,,,47811063,,37933929,,,0
H3,2007,2007,2007,4,0,1,Import,703,Slovakia,SVK,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,33374429,,,,33374429,,24843476,,,6
H3,2007,2007,2007,4,0,2,Export,703,Slovakia,SVK,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,16206697,,,,16206697,,10394069,,,6
H3,2007,2007,2007,4,0,1,Import,705,Slovenia,SVN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,140171,,,,140171,,423200,,,0
H3,2007,2007,2007,4,0,2,Export,705,Slovenia,SVN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,241101,,,,241101,,195750,,,0
H3,2007,2007,2007,4,0,1,Import,710,South Africa,ZAF,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,18026675,,,,18026675,,6043757,,,0
H3,2007,2007,2007,4,0,2,Export,710,South Africa,ZAF,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,149988,,,,149988,,320431,,,6
H3,2007,2007,2007,4,0,1,Import,724,Spain,ESP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,21117606,,,,21117606,,22173351,,,0
H3,2007,2007,2007,4,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,6535276,,,,6535276,,5114976,,,6
H3,2007,2007,2007,4,0,1,Import,736,Fmr Sudan,SDN,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,324884,,,,324884,,602627,,,0
H3,2007,2007,2007,4,0,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,1751611,,,,1751611,,1670010,,,6
H3,2007,2007,2007,4,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,17759880,,,,17759880,,12315275,,,6
H3,2007,2007,2007,4,0,1,Import,757,Switzerland,CHE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,206198,,,,206198,,186947,,,0
H3,2007,2007,2007,4,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,45607459,,,,45607459,,38451263,,,6
H3,2007,2007,2007,4,0,1,Import,764,Thailand,THA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,25653598,,,,25653598,,18931647,,,6
H3,2007,2007,2007,4,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,6588390,,,,6588390,,7656413,,,0
H3,2007,2007,2007,4,0,1,Import,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,148624,,,,148624,,1367774,,,6
H3,2007,2007,2007,4,0,2,Export,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,4965,,,,4965,,11879,,,0
H3,2007,2007,2007,4,0,1,Import,792,Turkey,TUR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,12616,,,,12616,,73467,,,0
H3,2007,2007,2007,4,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,4202,,,,4202,,7158,,,0
H3,2007,2007,2007,4,0,1,Import,807,North Macedonia,MKD,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,545984,,,,545984,,476360,,,0
H3,2007,2007,2007,4,0,2,Export,807,North Macedonia,MKD,0,World,WLD,,,,,,,,6309,Worn clothing and other worn articles.,8,Weight in kilograms,31680,,,,31680,,11890,,,0
